지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
광명7동행정복지센터,지진대피소,실내구호소,기타,경기도 광명시 새터로 13,경기도 광명시 광명동 724-2번지,37.46930126,126.8532262,114,43,Y,02-2680-5143,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명고등학교 운동장,지진대피소,옥외대피장소,공원,경기도 광명시 연서로12번길 3-8,경기도 광명시 철산동 185번지,37.48151171,126.8630868,1275,1545,Y,02-2680-0507,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명남초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58번지,37.47512699,126.8537015,10402,12608,Y,02-2616-6820,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명동초등학교 운동장,지진대피소,옥외대피장소,공원,,경기도 광명시 철산동 629-1,37.48864913,126.8645171,2104,2550,Y,02-2616-6259,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명북고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 오리로841번길 9,경기도 광명시 철산동 496-3번지,37.47393412,126.8659088,10887,13196,Y,02-2067-0505,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명북중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 오리로876번길 17,경기도 광명시 철산동 234번지,37.47857261,126.8659609,8200,9939,Y,02-2687-3802,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명북초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4번지,37.48395046,126.8633944,12779,15490,Y,02-2687-5931,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명서초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 너부대로 5,경기도 광명시 광명동 219번지,37.47847388,126.8470156,10175,12333,Y,02-2686-0961,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명시노인종합복지관,지진대피소,실내구호소,기타,경기도 광명시 소하로 25,경기도 광명시 소하동 1291번지,37.45222183,126.8849047,186,56,Y,02-2625-9330,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명역4공원,지진대피소,옥외대피장소,공원,,경기도 광명시 일직동 505-10,37.42110237,126.891178,2392,2899,Y,02-2689-3662,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명종합사회복지관,지진대피소,실내구호소,기타,경기도 광명시 오리로 1018,경기도 광명시 광명동 158-970번지,37.48091464,126.8504748,373,50,Y,02-2687-2921,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 시청로 127,경기도 광명시 철산동 59-1번지,37.48792727,126.8679371,11865,14382,Y,02-2684-3668,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광명초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1번지,37.48085834,126.8574123,11687,14166,Y,070-7114-3990,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광문고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 원광명안로 39,경기도 광명시 광명동 492-1번지,37.4646012,126.8495894,12000,14545,Y,02-2610-2610,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광문중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 덕단이로 43,경기도 광명시 광명동 735-1번지,37.46687987,126.8528269,10381,12583,Y,02-2619-1727,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광문초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735번지,37.46688923,126.8516693,9956,12068,Y,02-2618-2619,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광성초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 시청로 121,경기도 광명시 철산동 59번지,37.48714275,126.8657721,7774,9423,Y,02-2687-5243,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광일초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38번지,37.47162251,126.8469391,14170,17176,Y,02-2615-9658,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광휘고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 금당로 71,경기도 광명시 하안동 111번지,37.46217288,126.8852493,10276,12456,Y,070-4687-5704,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
광휘고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 서원로 41,경기도 광명시 소하동 1390번지,37.42901579,126.8818246,9536,11559,Y,070-4687-5704,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
구름산초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287번지,37.45298513,126.8841964,8703,10549,Y,02-899-9832,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
구름산초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 가림로 22,경기도 광명시 하안동 684번지,37.46508465,126.8677241,9195,11145,Y,02-899-9832,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
국민체육센터,지진대피소,실내구호소,기타,경기도 광명시 사성로 74,경기도 광명시 철산동 63번지,37.48680023,126.8656461,849,257,Y,02-2610-7360,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
꿈동산공원,지진대피소,옥외대피장소,공원,,경기도 광명시 광명동 755,37.46962582,126.8473811,1200,1455,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
너부대어린이공원,지진대피소,옥외대피장소,공원,,경기도 광명시 광명동 172-77,37.47863301,126.8481385,1295,1570,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
다솜공원,지진대피소,옥외대피장소,공원,,경기도 광명시 광명동 98-11,37.48234756,126.8541271,715,867,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
명문고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 광명로812번길 16,경기도 광명시 광명동 379-1번지,37.47057031,126.8498895,12940,15685,Y,02-2680-3800,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
서면초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 오리로 402,경기도 광명시 소하동 904번지,37.43863999,126.8795947,6942,8412,Y,02-899-5578,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
서면초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1번지,37.46470779,126.8691355,11737,14227,Y,02-899-5578,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하1동 행정복지센터,지진대피소,실내구호소,기타,경기도 광명시 소하로 25,경기도 광명시 소하동 1291번지,37.45871302,126.8816196,243,74,Y,02-2680-5347,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하2동 행정복지센터,지진대피소,실내구호소,기타,경기도 광명시 성채로 52,경기도 광명시 소하동 1383-1번지,37.43211727,126.8802108,442,134,Y,02-2680-5371,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 소하일로 21,경기도 광명시 소하동 1330번지,37.44724714,126.887582,11688,14167,Y,070-8708-3128,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 안현로 80-1,경기도 광명시 하안동 25번지,37.4673871,126.880774,9274,11241,Y,070-8708-3128,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 소하일로 31,경기도 광명시 소하동 1329번지,37.44819846,126.8874179,9734,11799,Y,02-890-0183,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하중학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 안현로 16,경기도 광명시 하안동 649번지,37.46305881,126.8739898,10508,12737,Y,02-890-0183,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 철망산로 68,경기도 광명시 하안동 23번지,37.46908373,126.8764169,9254,11217,Y,02-807-2867,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
소하초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328번지,37.44927602,126.8873395,9965,12079,Y,02-807-2867,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
"스피돔 경륜장 주차장(P5, P6)",지진대피소,옥외대피장소,기타,경기도 광명시 광명로 721,경기도 광명시 광명동 780번지,37.4668955,126.845312,16000,19394,Y,02-2067-5000,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
시민운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1번지,37.4790975,126.8648458,9166,11110,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
시민체육관,지진대피소,옥외대피장소,운동장,경기도 광명시 가마산로 28,경기도 광명시 철산동 237번지,37.48457087,126.8702577,8564,10381,Y,02-2680-2887,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
시민체육관,지진대피소,실내구호소,체육관,경기도 광명시 오리로 703,경기도 광명시 하안동 577번지,37.46251877,126.8711648,1500,400,Y,02-2680-2887,,별도 지구지정사항 없음,,,,적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
신나는어린이공원,지진대피소,옥외대피장소,공원,,경기도 광명시 광명동 731,37.46821131,126.8544264,1362,1651,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
안서중&경영회계고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 기아로13번안길 9-9,경기도 광명시 소하동 883-13번지,37.43843268,126.8812945,16420,19903,Y,02-6911-4103,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
안서중&경영회계고등학교 운동장,지진대피소,옥외대피장소,공원,경기도 광명시 영당안로 49,경기도 광명시 소하동 935번지,37.4368832,126.8774598,1200,1455,Y,02-6911-4103,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
안서초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1052-1번지,37.40278445,126.8706437,9652,11699,Y,02-2689-3662,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
안서초등학교 운동장,지진대피소,옥외대피장소,공원,경기도 광명시 영당로21번길 9,경기도 광명시 소하동 946번지,37.43421453,126.87642,2039,2472,Y,02-2689-3662,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
안현초등학교 운동장,지진대피소,옥외대피장소,공원,,경기도 광명시 하안동 703,37.46662816,126.8639812,8000,9697,Y,02-899-7671,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
연서초등학교 운동장,지진대피소,옥외대피장소,공원,경기도 광명시 안재로16번길 10,경기도 광명시 하안동 597번지,37.4601328,126.8724711,1200,1455,Y,02-892-5084,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
온신초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2번지,37.44276119,126.8468533,7500,9091,Y,02-2612-1954,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
온신초등학교 운동장,지진대피소,옥외대피장소,공원,,경기도 광명시 소하동 1378-1,37.43371676,126.8823462,16200,19636,Y,02-2612-1954,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
우리또래공원,지진대피소,옥외대피장소,공원,,경기도 광명시 광명동 745,37.46717876,126.8501782,1924,2332,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
우리어린이공원,지진대피소,옥외대피장소,공원,,경기도 광명시 광명동 759-44,37.47204766,126.8459856,1150,1394,Y,02-2680-0701,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
운산고등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 광명시 한내일로 17,경기도 광명시 소하동 1285번지,37.45431419,126.883349,8700,10545,Y,02-899-8080,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
운산고등학교 운동장,지진대피소,옥외대피장소,공원,,경기도 광명시 소하동 1319,37.44849038,126.8885945,6736,8165,Y,02-899-8080,,별도 지구지정사항 없음,,,,미적용,,,,,,,경기도 광명시청,02-2680-0701,2022-04-28
